Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2020,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars,H34,Total income per employee count,Financial ratios,"561,000",ANZSIC06 groups G431 and G432
2020,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars,H35,Surplus per employee count,Financial ratios,"25,800",ANZSIC06 groups G431 and G432
2020,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H36,Current ratio,Financial ratios,119,ANZSIC06 groups G431 and G432
2020,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H37,Quick ratio,Financial ratios,80,ANZSIC06 groups G431 and G432
2020,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,37,ANZSIC06 groups G431 and G432
2020,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H39,Return on equity,Financial ratios,27,ANZSIC06 groups G431 and G432
2020,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H40,Return on total assets,Financial ratios,8,ANZSIC06 groups G431 and G432
2020,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H41,Liabilities structure,Financial ratios,29,ANZSIC06 groups G431 and G432
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H01,Total income,Financial performance,"16,869","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H02,Sales of goods not further processed,Financial performance,"3,783","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H03,Sales of other goods and services,Financial performance,"12,669","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,105,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,124,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H07,Non-operating income,Financial performance,189,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H08,Total expenditure,Financial performance,"15,766","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H09,Interest and donations,Financial performance,270,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H10,Indirect taxes,Financial performance,136,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H11,Depreciation,Financial performance,610,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,"5,142","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H13,Redundancy and severance,Financial performance,3,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,"1,648","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,"7,820","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H20,Non-operating expenses,Financial performance,139,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H21,Opening stocks,Financial performance,301,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H22,Closing stocks,Financial performance,304,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H23,Surplus before income tax,Financial performance,"1,106","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H24,Total assets,Financial position,"20,293","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H25,Current assets,Financial position,"4,559","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H26,Fixed tangible assets,Financial position,"11,299","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H27,Additions to fixed assets,Financial position,"1,912","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,961,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H29,Other assets,Financial position,"4,434","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H30,Total equity and liabilities,Financial position,"20,293","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"7,142","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H32,Current liabilities,Financial position,"6,848","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H33,Other liabilities,Financial position,"6,302","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars,H34,Total income per employee count,Financial ratios,"101,600","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Dollars,H35,Surplus per employee count,Financial ratios,"6,700","ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Percentage,H36,Current ratio,Financial ratios,67,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Percentage,H37,Quick ratio,Financial ratios,62,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Percentage,H38,Margin on sales of goods for resale,Financial ratios,56,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Percentage,H39,Return on equity,Financial ratios,15,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Percentage,H40,Return on total assets,Financial ratios,5,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 3,GH21,Accommodation and Food Services,Percentage,H41,Liabilities structure,Financial ratios,35,"ANZSIC06 groups H440, H451, H452, and H453"
2020,Level 4,GH211,Accommodation,Dollars (millions),H01,Total income,Financial performance,"4,427",ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H02,Sales of goods not further processed,Financial performance,570,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H03,Sales of other goods and services,Financial performance,"3,673",ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,61,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,34,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H07,Non-operating income,Financial performance,90,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H08,Total expenditure,Financial performance,"3,794",ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H09,Interest and donations,Financial performance,134,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H10,Indirect taxes,Financial performance,89,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H11,Depreciation,Financial performance,207,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,140",ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,193,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,"1,984",ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H20,Non-operating expenses,Financial performance,46,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H21,Opening stocks,Financial performance,63,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H22,Closing stocks,Financial performance,62,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H23,Surplus before income tax,Financial performance,632,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H24,Total assets,Financial position,"11,932",ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H25,Current assets,Financial position,"2,349",ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H26,Fixed tangible assets,Financial position,"7,749",ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H27,Additions to fixed assets,Financial position,"1,095",ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H28,Disposals of fixed assets,Financial position,527,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H29,Other assets,Financial position,"1,833",ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H30,Total equity and liabilities,Financial position,"11,932",ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"4,647",ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H32,Current liabilities,Financial position,"3,297",ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars (millions),H33,Other liabilities,Financial position,"3,988",ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars,H34,Total income per employee count,Financial ratios,"134,400",ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Dollars,H35,Surplus per employee count,Financial ratios,"19,200",ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Percentage,H36,Current ratio,Financial ratios,71,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Percentage,H37,Quick ratio,Financial ratios,69,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Percentage,H38,Margin on sales of goods for resale,Financial ratios,66,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Percentage,H39,Return on equity,Financial ratios,14,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Percentage,H40,Return on total assets,Financial ratios,5,ANZSIC06 group H440
2020,Level 4,GH211,Accommodation,Percentage,H41,Liabilities structure,Financial ratios,39,ANZSIC06 group H440
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H01,Total income,Financial performance,"12,442","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H02,Sales of goods not further processed,Financial performance,"3,213","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H03,Sales of other goods and services,Financial performance,"8,996","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,44,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,90,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H07,Non-operating income,Financial performance,99,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H08,Total expenditure,Financial performance,"11,972","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H09,Interest and donations,Financial performance,136,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H10,Indirect taxes,Financial performance,46,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H11,Depreciation,Financial performance,403,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,"4,003","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H13,Redundancy and severance,Financial performance,2,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,"1,455","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,"5,836","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H20,Non-operating expenses,Financial performance,93,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H21,Opening stocks,Financial performance,238,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H22,Closing stocks,Financial performance,242,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H23,Surplus before income tax,Financial performance,475,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H24,Total assets,Financial position,"8,361","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H25,Current assets,Financial position,"2,210","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H26,Fixed tangible assets,Financial position,"3,550","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H27,Additions to fixed assets,Financial position,817,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,434,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H29,Other assets,Financial position,"2,601","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H30,Total equity and liabilities,Financial position,"8,361","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"2,495","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H32,Current liabilities,Financial position,"3,551","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars (millions),H33,Other liabilities,Financial position,"2,314","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars,H34,Total income per employee count,Financial ratios,"93,500","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Dollars,H35,Surplus per employee count,Financial ratios,"3,600","ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Percentage,H36,Current ratio,Financial ratios,62,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Percentage,H37,Quick ratio,Financial ratios,55,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Percentage,H38,Margin on sales of goods for resale,Financial ratios,55,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Percentage,H39,Return on equity,Financial ratios,19,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Percentage,H40,Return on total assets,Financial ratios,6,"ANZSIC06 groups H451, H452, and H453"
2020,Level 4,GH212,Food and Beverage Services,Percentage,H41,Liabilities structure,Financial ratios,30,"ANZSIC06 groups H451, H452, and H453"
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H01,Total income,Financial performance,"27,359",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H04,Sales of goods and services,Financial performance,"25,579",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,220,ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,800,ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H07,Non-operating income,Financial performance,760,ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H08,Total expenditure,Financial performance,"26,224",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H09,Interest and donations,Financial performance,646,ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H10,Indirect taxes,Financial performance,713,ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H11,Depreciation,Financial performance,"2,707",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H12,Salaries and wages paid,Financial performance,"6,935",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H13,Redundancy and severance,Financial performance,21,ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"13,998",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H20,Non-operating expenses,Financial performance,"1,224",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H21,Opening stocks,Financial performance,276,ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H22,Closing stocks,Financial performance,322,ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H23,Surplus before income tax,Financial performance,"1,180",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H24,Total assets,Financial position,"53,589",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H25,Current assets,Financial position,"10,030",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H26,Fixed tangible assets,Financial position,"31,777",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H27,Additions to fixed assets,Financial position,"4,303",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H28,Disposals of fixed assets,Financial position,"1,195",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H29,Other assets,Financial position,"11,781",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H30,Total equity and liabilities,Financial position,"53,589",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"27,190",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H32,Current liabilities,Financial position,"10,065",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars (millions),H33,Other liabilities,Financial position,"16,334",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars,H34,Total income per employee count,Financial ratios,"275,900",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Dollars,H35,Surplus per employee count,Financial ratios,"11,900",ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Percentage,H36,Current ratio,Financial ratios,100,ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Percentage,H37,Quick ratio,Financial ratios,96,ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Percentage,H39,Return on equity,Financial ratios,4,ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Percentage,H40,Return on total assets,Financial ratios,2,ANZSIC06 division I
2020,Level 1,II,"Transport, Postal and Warehousing",Percentage,H41,Liabilities structure,Financial ratios,51,ANZSIC06 division I
2020,Level 3,II11,Road Transport,Dollars (millions),H01,Total income,Financial performance,"9,966",ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H04,Sales of goods and services,Financial performance,"9,637",ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,62,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,186,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H07,Non-operating income,Financial performance,81,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H08,Total expenditure,Financial performance,"9,376",ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H09,Interest and donations,Financial performance,178,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H10,Indirect taxes,Financial performance,556,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H11,Depreciation,Financial performance,746,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H12,Salaries and wages paid,Financial performance,"2,578",ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H13,Redundancy and severance,Financial performance,1,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"5,249",ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H20,Non-operating expenses,Financial performance,69,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H21,Opening stocks,Financial performance,46,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H22,Closing stocks,Financial performance,46,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H23,Surplus before income tax,Financial performance,590,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H24,Total assets,Financial position,"8,864",ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H25,Current assets,Financial position,"2,140",ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H26,Fixed tangible assets,Financial position,"4,827",ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H27,Additions to fixed assets,Financial position,941,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H28,Disposals of fixed assets,Financial position,337,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H29,Other assets,Financial position,"1,898",ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H30,Total equity and liabilities,Financial position,"8,864",ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"3,333",ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H32,Current liabilities,Financial position,"2,199",ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars (millions),H33,Other liabilities,Financial position,"3,332",ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars,H34,Total income per employee count,Financial ratios,"240,200",ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Dollars,H35,Surplus per employee count,Financial ratios,"14,200",ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Percentage,H36,Current ratio,Financial ratios,97,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Percentage,H37,Quick ratio,Financial ratios,95,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Percentage,H39,Return on equity,Financial ratios,18,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Percentage,H40,Return on total assets,Financial ratios,7,ANZSIC06 groups I461 and I462
2020,Level 3,II11,Road Transport,Percentage,H41,Liabilities structure,Financial ratios,38,ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H01,Total income,Financial performance,"9,966",ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H04,Sales of goods and services,Financial performance,"9,637",ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,62,ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,186,ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H07,Non-operating income,Financial performance,81,ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H08,Total expenditure,Financial performance,"9,376",ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H09,Interest and donations,Financial performance,178,ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H10,Indirect taxes,Financial performance,556,ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H11,Depreciation,Financial performance,746,ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H12,Salaries and wages paid,Financial performance,"2,578",ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H13,Redundancy and severance,Financial performance,1,ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"5,249",ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H20,Non-operating expenses,Financial performance,69,ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H21,Opening stocks,Financial performance,46,ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H22,Closing stocks,Financial performance,46,ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H23,Surplus before income tax,Financial performance,590,ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H24,Total assets,Financial position,"8,864",ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H25,Current assets,Financial position,"2,140",ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H26,Fixed tangible assets,Financial position,"4,827",ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H27,Additions to fixed assets,Financial position,941,ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H28,Disposals of fixed assets,Financial position,337,ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H29,Other assets,Financial position,"1,898",ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H30,Total equity and liabilities,Financial position,"8,864",ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"3,333",ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H32,Current liabilities,Financial position,"2,199",ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars (millions),H33,Other liabilities,Financial position,"3,332",ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars,H34,Total income per employee count,Financial ratios,"240,200",ANZSIC06 groups I461 and I462
2020,Level 4,II111,Road Transport,Dollars,H35,Surplus per employee count,Financial ratios,"14,200",ANZSIC06 groups I461 and I462
